,Please select your age.,What is the highest level of education you have attained?,In which discipline is your highest academic qualification?,In which institute do you work?,Do you write code as part of your job?,Who uses the code that you write?,How many years of software development experience do you have?,What programming language do you use at work? Please select all that apply.,Please rate every answer on a scale from 1 to 10. The sum of all 4 answers must be 10.,"In an average month, how much time do you spend on software development?","In an average month, how much time do you spend on research?","In an average month, how much time do you spend on management?","In an average month, how much time do you spend on other activities?","In an average month, how much time would you like to spend on software development?","In an average month, how much time would you like to spend on research?","In an average month, how much time would you like to spend on management?","In an average month, how much time would you like to spend on other activities?",Which version control tools do you use for software development? Please select all that apply.,Are you documenting your software?,"What kind of documentation do you write? Please rate every answer with “never”, “sometimes”, or “regularly”.",Developer guide,Code comments,Guide for new contributors,User manual,Release notes,Installation notes,README,Are you testing your software?,"How do you test your software? Please rate every answer with “never”, “sometimes”, or “regularly”.",Automated,semi-automated,manually,"When do you test your software? Please rate every answer with “never”, “sometimes”, or “regularly”.",Before I publish results based on it,Before I give it to someone else,During development,Did you ever reference or acknowledge software in a publication?,How do you reference software in a publication? Please select all that apply.,Do you care for making your software citable?
540,25 - 34,Master degree,General Engineering,Institute Space 12,Yes,5 - Mostly other people,2.0,C;#Python;#C++;#MATLAB,,3.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,Git,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,Yes,,1.0,3.0,3.0,,3.0,3.0,2.0,No,,Yes
541,35 - 44,Doctorate,Aeronautical & Manufacturing Engineering,Institute Aeronautics 8,Yes,0 - Mostly me,10.0,MATLAB,,1.0,3.0,5.0,1.0,1.0,6.0,2.0,1.0,Subversion,Yes,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,No,Name,No
542,45 - 54,Doctorate,Physics,Institute Space 5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Link;#DOI;#Other,
543,35 - 44,Doctorate,Physics,Institute Space 8,Yes,0 - Mostly me,14.0,Python;#R;#Fortran,,4.0,3.0,1.0,2.0,2.0,5.0,1.0,2.0,Git,Yes,,,1.0,,,,,1.0,Yes,,,,1.0,,,,1.0,No,,Yes
544,25 - 34,Master degree,Mechanical Engineering,Institute Aeronautics 1,Yes,1,8.0,Python;#C++;#Visual Basic,,3.0,5.0,1.0,1.0,2.0,6.0,1.0,1.0,Subversion;#Git,Yes,,1.0,3.0,2.0,2.0,3.0,2.0,2.0,Yes,,1.0,1.0,3.0,,2.0,2.0,3.0,Yes,Name,No
545,45 - 54,Master degree,Computer Science,Institute Aeronautics 8,Yes,2,30.0,Java;#Python;#JavaScript,,1.0,2.0,7.0,,1.0,5.0,4.0,,Subversion,Yes,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,Yes,,3.0,3.0,,,3.0,3.0,3.0,Yes,Name,No
546,25 - 34,Doctorate,Physics,Institute Space 8,Yes,2,5.0,C;#Python;#Fortran;#IDL,,5.0,3.0,0.0,2.0,5.0,2.0,2.0,1.0,None,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,Yes,,2.0,2.0,3.0,,3.0,3.0,3.0,Yes,Name;#Link,No
547,35 - 44,Doctorate,Physics,Institute Space 5,Yes,2,12.0,Python;#PHP;#SQL;#Other,,2.0,2.0,5.0,1.0,2.0,4.0,2.0,2.0,Git;#Other,Yes,,1.0,3.0,1.0,2.0,2.0,1.0,2.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,Yes,Name;#Link,No
548,25 - 34,Master degree,Mechanical Engineering,Institute Transport 2,Yes,1,0.0,Python,,1.0,6.0,2.0,1.0,2.0,5.0,2.0,1.0,None,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,No,,Yes
549,35 - 44,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 8,Yes,2,13.0,Python;#MATLAB,,1.0,6.0,2.0,1.0,2.0,6.0,1.0,1.0,None,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,No,Name,No
550,35 - 44,Doctorate,Physics,Institute Space 4,Yes,1,8.0,Python;#MATLAB;#Other,,3.0,4.0,2.0,1.0,4.0,5.0,1.0,0.0,Subversion,No,,,,,,,,,Yes,,2.0,2.0,3.0,,3.0,2.0,2.0,No,,No
551,18 - 24,Master degree,Computer Science,Institute Space 12,Yes,2,2.0,Python,,,,0.0,,5.0,5.0,,,Git,Yes,,1.0,3.0,1.0,2.0,1.0,1.0,3.0,Yes,,1.0,1.0,3.0,,1.0,3.0,3.0,Yes,Name,No
552,55 or older,Doctorate,Electrical & Electronic Engineering,Institute Space 12,Yes,0 - Mostly me,35.0,C;#Python;#C++;#MATLAB,,3.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0,None,Yes,,,3.0,,,1.0,1.0,3.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,No,,No
553,35 - 44,Doctorate,Physics,Institute Energy 1,Yes,1,1.0,Java;#Python;#Perl;#R,,1.0,2.0,6.0,1.0,2.0,4.0,3.0,1.0,Git,Yes,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,Yes,,1.0,2.0,3.0,,2.0,2.0,3.0,No,Name,No
554,35 - 44,Master degree,Electrical & Electronic Engineering,Institute Energy 1,Yes,3,10.0,Python,,3.0,4.0,3.0,0.0,2.0,5.0,3.0,0.0,Git,Yes,,2.0,3.0,3.0,1.0,1.0,1.0,1.0,Yes,,1.0,2.0,3.0,,3.0,3.0,2.0,Yes,Name;#Link,Yes
555,25 - 34,Doctorate,Physics,Institute Energy 1,Yes,3,8.0,Python,,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,Git,Yes,,2.0,3.0,2.0,3.0,1.0,2.0,2.0,Yes,,3.0,1.0,2.0,,1.0,2.0,3.0,Yes,Name;#Link;#DOI;#Other,Yes
556,25 - 34,Master degree,Electrical & Electronic Engineering,Institute Energy 1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Name;#Link;#DOI;#Other,
557,35 - 44,Undergraduate degree,Economics,Other 1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
558,35 - 44,Master degree,Civil Engineering,Institute Space 9,Yes,0 - Mostly me,10.0,Python;#C++;#IDL,,2.0,4.0,2.0,7.0,4.0,4.0,0.0,5.0,None,No,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,No,,No
559,35 - 44,Doctorate,Mechanical Engineering,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Link;#DOI;#Other,
560,25 - 34,Doctorate,Physics,Institute Space 9,Yes,2,20.0,C;#Python;#Fortran;#IDL,,3.0,3.0,3.0,1.0,4.0,5.0,1.0,,Git,Yes,,1.0,3.0,1.0,2.0,2.0,2.0,2.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,Yes,Name;#Link;#DOI,Yes
561,25 - 34,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 2,Yes,3,6.0,MATLAB,,4.0,5.0,,1.0,2.0,8.0,,,"Other DVCS (e.g. Bazaar, BitKeeper, GNU arch, Mercurial, Monotone)",Yes,,3.0,3.0,1.0,3.0,1.0,1.0,2.0,Yes,,2.0,2.0,3.0,,3.0,2.0,3.0,Yes,Name;#Link,Yes
562,25 - 34,Master degree,Other,Institute Space 12,Yes,2,1.0,Python;#MATLAB,,2.0,5.0,3.0,0.0,2.0,6.0,2.0,,Git,Yes,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,Yes,,2.0,2.0,2.0,,3.0,3.0,3.0,No,Other,No
563,25 - 34,Other,Electrical & Electronic Engineering,Institute Space 11,Yes,0 - Mostly me,10.0,C;#Python;#MATLAB,,1.0,4.0,4.0,1.0,1.0,6.0,2.0,1.0,None,Yes,,1.0,3.0,1.0,2.0,2.0,1.0,1.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,No,,No
564,18 - 24,Master degree,Mathematics,Institute Space 17,Yes,3,1.0,C;#Python;#C++;#MATLAB;#Fortran,,6.0,2.0,0.0,2.0,8.0,1.0,0.0,1.0,Git,Yes,,,,,,,,,Yes,,3.0,1.0,2.0,,3.0,3.0,3.0,No,,No
565,35 - 44,Master degree,Mechanical Engineering,Institute Aeronautics 6,Yes,1,2.0,Python;#SQL;#R,,1.0,8.0,8.0,4.0,2.0,10.0,0.0,7.0,None,No,,,,,,,,,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,Yes,Other,No
566,35 - 44,Master degree,Other,Other 1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
567,35 - 44,Master degree,Aeronautical & Manufacturing Engineering,Institute Space 10,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Link;#DOI,
568,18 - 24,Final secondary-school examination,,Institute Space 3,Yes,5 - Mostly other people,2.0,Python;#C++,,7.0,0.0,0.0,3.0,8.0,1.0,0.0,1.0,Git,Yes,,1.0,3.0,1.0,2.0,1.0,3.0,3.0,Yes,,1.0,1.0,3.0,,2.0,3.0,3.0,Yes,Name,No
569,25 - 34,Doctorate,Aeronautical & Manufacturing Engineering,Institute Energy 4,Yes,1,6.0,Python;#MATLAB,,3.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,Git,No,,1.0,3.0,1.0,1.0,2.0,1.0,2.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,No,Name,No
570,25 - 34,Master degree,Electrical & Electronic Engineering,Institute Space 12,Yes,3,3.0,Python;#C++;#MATLAB,,4.0,4.0,1.0,1.0,2.0,6.0,1.0,1.0,Git,Yes,,2.0,3.0,2.0,2.0,2.0,1.0,2.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,No,,No
571,25 - 34,Master degree,Computer Science,Institute Aeronautics 1,Yes,5 - Mostly other people,11.0,Python;#C++;#SQL;#MATLAB;#Other,,8.0,0.0,0.0,2.0,8.0,1.0,0.0,1.0,"Subversion;#Git;#Other DVCS (e.g. Bazaar, BitKeeper, GNU arch, Mercurial, Monotone)",Yes,,1.0,3.0,1.0,1.0,2.0,2.0,2.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,No,,No
572,55 or older,Doctorate,Biological Sciences,Institute Space 2,Yes,1,20.0,R,,2.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,Other,Yes,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,No,,No
573,35 - 44,Doctorate,Geography & Environmental Sciences,Institute Space 15,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name,
574,,Doctorate,Mechanical Engineering,Institute Aeronautics 15,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Link;#Other,
575,25 - 34,Master degree,Geography & Environmental Sciences,Institute Space 15,Yes,3,3.0,Perl;#R,,5.0,1.0,0.0,6.0,7.0,1.0,0.0,4.0,Subversion,No,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,,2.0,3.0,3.0,No,,No
576,25 - 34,Doctorate,Physics,Institute Aeronautics 12,Yes,0 - Mostly me,20.0,Python,,3.0,4.0,1.0,2.0,3.0,5.0,1.0,1.0,Subversion,Yes,,1.0,3.0,2.0,1.0,1.0,1.0,3.0,Yes,,3.0,2.0,2.0,,3.0,3.0,3.0,No,,No
577,25 - 34,Master degree,Chemical Engineering,Institute Energy 3,Yes,1,1.0,Python;#MATLAB,,2.0,3.0,4.0,1.0,3.0,5.0,2.0,,None,Yes,,3.0,3.0,1.0,2.0,1.0,1.0,2.0,Yes,,2.0,2.0,3.0,,3.0,3.0,3.0,No,,No
578,25 - 34,Master degree,Geography & Environmental Sciences,Institute Space 15,Yes,1,5.0,Python;#R,,2.0,3.0,2.0,3.0,3.0,5.0,1.0,1.0,None,Yes,,1.0,3.0,2.0,1.0,1.0,1.0,2.0,Yes,,2.0,2.0,3.0,,3.0,2.0,3.0,No,,No
579,25 - 34,Master degree,Civil Engineering,Institute Transport 1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name,
580,,,Biological Sciences,Institute Space 2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#DOI;#Other,
581,35 - 44,Doctorate,Aeronautical & Manufacturing Engineering,Institute Aeronautics 1,Yes,2,10.0,Python;#C++;#MATLAB,,3.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0,Git,Yes,,1.0,3.0,2.0,2.0,1.0,1.0,2.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,Yes,Other,Yes
582,25 - 34,Doctorate,,,Yes,2,10.0,C;#Fortran;#Other,,5.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,Git,Yes,,2.0,3.0,1.0,3.0,1.0,1.0,2.0,Yes,,1.0,1.0,3.0,,3.0,2.0,3.0,Yes,Name;#Link,Yes
583,25 - 34,Master degree,Computer Science,Institute Space 6,Yes,1,10.0,Python;#C++;#JavaScript,,4.0,4.0,,2.0,4.0,4.0,,2.0,Git,Yes,,1.0,3.0,2.0,1.0,1.0,1.0,2.0,Yes,,1.0,2.0,3.0,,2.0,2.0,2.0,No,Link,Yes
584,25 - 34,Master degree,Mechanical Engineering,Institute Aeronautics 8,Yes,2,4.0,C++;#MATLAB,,4.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,Subversion,Yes,,1.0,3.0,1.0,2.0,2.0,,2.0,Yes,,1.0,1.0,3.0,,2.0,3.0,3.0,No,Name,No
585,18 - 24,Final secondary-school examination,Other,Institute Aeronautics 8,Yes,3,5.0,Java;#C#,,5.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,Subversion,Yes,,2.0,3.0,1.0,2.0,1.0,2.0,1.0,Yes,,1.0,3.0,3.0,,3.0,3.0,3.0,No,,Yes
586,35 - 44,Doctorate,Other,Institute Aeronautics 1,Yes,5 - Mostly other people,10.0,Python;#Fortran,,1.0,5.0,2.0,3.0,1.0,7.0,,3.0,None,No,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,Yes,Other,Yes
587,25 - 34,Master degree,Electrical & Electronic Engineering,Institute Space 7,Yes,0 - Mostly me,4.0,MATLAB,,5.0,5.0,0.0,0.0,8.0,2.0,,,None,No,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,No,,,,3.0,,3.0,3.0,3.0,No,Link,No
588,25 - 34,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 8,Yes,2,2.0,C++;#JavaScript;#MATLAB,,1.0,2.0,2.0,5.0,3.0,4.0,2.0,1.0,Other,Yes,,1.0,3.0,2.0,3.0,2.0,2.0,1.0,Yes,,2.0,3.0,2.0,,3.0,2.0,2.0,Yes,Name,No
589,35 - 44,Doctorate,Physics,Institute Space 6,Yes,1,11.0,Python;#C++;#Fortran;#IDL,,1.0,5.0,3.0,1.0,1.0,7.0,1.0,1.0,Subversion,Yes,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,Yes,Name,No
590,25 - 34,Master degree,Mechanical Engineering,Institute Aeronautics 5,Yes,3,2.0,MATLAB;#Other,,3.0,3.0,1.0,3.0,2.0,5.0,1.0,2.0,Git,No,,1.0,3.0,1.0,2.0,1.0,3.0,3.0,Yes,,1.0,2.0,3.0,,3.0,2.0,3.0,No,Name;#Link,Yes
591,45 - 54,Master degree,Other,Institute Space 12,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
592,35 - 44,Master degree,Mechanical Engineering,Institute Energy 4,Yes,1,1.0,Other,,1.0,3.0,6.0,0.0,2.0,5.0,3.0,0.0,Subversion,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,Yes,,1.0,1.0,2.0,,2.0,2.0,2.0,Yes,Name,No
593,35 - 44,Master degree,Geography & Environmental Sciences,Institute Transport 3,Yes,0 - Mostly me,15.0,Python;#R,,5.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,None,Yes,,1.0,3.0,1.0,2.0,2.0,1.0,3.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,Yes,Name,No
594,25 - 34,Doctorate,Mechanical Engineering,Institute Transport 2,Yes,1,5.0,Python,,2.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,None,Yes,,,3.0,,2.0,,2.0,,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,No,Other,No
595,25 - 34,Master degree,Electrical & Electronic Engineering,Institute Space 4,Yes,4,10.0,C;#Python;#C++;#SQL;#MATLAB;#Other,,3.0,6.0,1.0,0.0,1.0,8.0,1.0,0.0,Git,Yes,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,Yes,,2.0,2.0,3.0,,3.0,3.0,2.0,No,,No
596,25 - 34,Master degree,Physics,Institute Space 8,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
597,25 - 34,Master degree,,Institute Space 4,Yes,2,5.0,C;#C++;#MATLAB,,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,Subversion,Yes,,2.0,3.0,2.0,3.0,1.0,3.0,2.0,Yes,,,3.0,,,3.0,3.0,3.0,No,,Yes
598,25 - 34,Master degree,Aeronautical & Manufacturing Engineering,Institute Energy 2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Other,
599,25 - 34,Master degree,Electrical & Electronic Engineering,Institute Space 4,Yes,4,6.0,C;#Python;#C++;#MATLAB,,6.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,Subversion;#Git,Yes,,1.0,3.0,1.0,2.0,1.0,2.0,3.0,Yes,,2.0,2.0,2.0,,1.0,3.0,3.0,No,,No
600,25 - 34,Master degree,Chemistry,Institute Aeronautics 14,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name,
601,25 - 34,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 1,Yes,0 - Mostly me,0.0,Python;#MATLAB;#Visual Basic,,3.0,4.0,2.0,1.0,3.0,5.0,1.0,1.0,None,No,,1.0,3.0,1.0,2.0,1.0,1.0,3.0,Yes,,3.0,3.0,3.0,,3.0,2.0,3.0,No,Other,No
602,25 - 34,Master degree,Other,Institute Aeronautics 14,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name,
603,45 - 54,Doctorate,Mechanical Engineering,Institute Aeronautics 3,Yes,0 - Mostly me,20.0,C;#Python;#MATLAB,,3.0,3.0,2.0,2.0,5.0,5.0,,,Subversion,No,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,No,,No
604,25 - 34,Master degree,Mechanical Engineering,Institute Aeronautics 3,Yes,2,3.0,Python;#C++,,5.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,Subversion,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,Yes,,1.0,3.0,3.0,,1.0,1.0,3.0,No,,No
605,25 - 34,Master degree,Mechanical Engineering,Institute Aeronautics 8,Yes,5 - Mostly other people,6.0,C++;#MATLAB,,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,Git,Yes,,2.0,3.0,2.0,2.0,1.0,1.0,1.0,Yes,,3.0,3.0,2.0,,3.0,3.0,2.0,Yes,Name,Yes
606,25 - 34,Master degree,Economics,Institute Transport 3,Yes,1,2.0,Python;#R,,2.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,None,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,No,,,,,,,,,Yes,Name,No
607,25 - 34,Master degree,Aeronautical & Manufacturing Engineering,Institute Space 16,Yes,2,3.0,C;#Python;#C++;#C#,,8.0,1.0,0.0,1.0,6.0,4.0,,,Git,Yes,,2.0,3.0,1.0,2.0,1.0,2.0,1.0,Yes,,2.0,3.0,2.0,,3.0,3.0,3.0,Yes,Name,Yes
608,45 - 54,Master degree,General Engineering,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Name,
609,35 - 44,Master degree,Computer Science,Institute Space 17,Yes,3,21.0,Java;#C;#C++;#MATLAB;#Assembly language,,1.0,2.0,6.0,1.0,2.0,4.0,4.0,,Subversion;#Git,Yes,,2.0,3.0,2.0,2.0,2.0,2.0,3.0,Yes,,3.0,2.0,2.0,,2.0,2.0,3.0,Yes,Name;#Link,Yes
610,35 - 44,Doctorate,Physics,Institute Space 6,Yes,2,10.0,Python,,2.0,3.0,4.0,1.0,1.0,5.0,3.0,1.0,Subversion,Yes,,,3.0,,2.0,2.0,1.0,2.0,Yes,,1.0,2.0,3.0,,3.0,3.0,3.0,Yes,Name,No
611,55 or older,Doctorate,Aeronautical & Manufacturing Engineering,Institute Aeronautics 1,Yes,0 - Mostly me,35.0,Python;#MATLAB;#Visual Basic;#Fortran,,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,None,Yes,,,3.0,,2.0,,,,Yes,,,,3.0,,3.0,3.0,3.0,Yes,Name,No
612,55 or older,Doctorate,Economics,Other 1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
613,25 - 34,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 2,Yes,2,15.0,C;#Python;#C++;#SQL;#MATLAB;#Fortran,,7.0,3.0,0.0,0.0,4.0,4.0,2.0,,"Subversion;#Git;#Other DVCS (e.g. Bazaar, BitKeeper, GNU arch, Mercurial, Monotone)",Yes,,2.0,3.0,2.0,2.0,1.0,2.0,3.0,Yes,,3.0,3.0,3.0,,3.0,3.0,3.0,Yes,Name;#Link,No
614,25 - 34,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 5,Yes,1,5.0,Python;#MATLAB;#Fortran,,2.0,4.0,2.0,2.0,4.0,6.0,,,"Other DVCS (e.g. Bazaar, BitKeeper, GNU arch, Mercurial, Monotone)",Yes,,1.0,3.0,1.0,3.0,2.0,1.0,1.0,Yes,,1.0,2.0,3.0,,3.0,3.0,2.0,Yes,Name;#Link,No
615,35 - 44,Doctorate,Other,Institute Aeronautics 5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
616,25 - 34,Doctorate,Aeronautical & Manufacturing Engineering,Institute Aeronautics 8,Yes,2,5.0,C;#C++;#MATLAB,,3.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,Subversion,No,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,Yes,,1.0,2.0,3.0,,2.0,2.0,3.0,No,,No
617,35 - 44,Master degree,Aeronautical & Manufacturing Engineering,Institute Aeronautics 1,Yes,0 - Mostly me,10.0,MATLAB;#Fortran,,4.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,None,No,,1.0,3.0,1.0,1.0,1.0,2.0,3.0,Yes,,1.0,2.0,3.0,,2.0,1.0,3.0,Yes,Name,No
618,45 - 54,Doctorate,Physics,Institute Space 5,Yes,2,20.0,C++,,1.0,8.0,1.0,0.0,1.0,9.0,0.0,0.0,None,Yes,,1.0,3.0,1.0,2.0,3.0,1.0,1.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,Yes,Other,No
619,35 - 44,Other,Other,Other 1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Link,
620,35 - 44,Doctorate,Computer Science,Institute Space 1,Yes,1,10.0,Java;#Python;#JavaScript,,3.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,Git,Yes,,2.0,3.0,1.0,2.0,2.0,2.0,2.0,Yes,,2.0,2.0,3.0,,3.0,3.0,3.0,Yes,Name;#Link,Yes
621,25 - 34,Master degree,Mechanical Engineering,Institute Space 16,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Name,
622,55 or older,Doctorate,Chemistry,Institute Energy 4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Name,
623,35 - 44,Doctorate,Mathematics,Institute Aeronautics 3,Yes,5 - Mostly other people,13.0,C;#Python;#C++,,3.0,2.0,3.0,2.0,4.0,6.0,,,Subversion;#Git,Yes,,2.0,3.0,2.0,3.0,2.0,1.0,1.0,Yes,,3.0,3.0,3.0,,3.0,3.0,3.0,Yes,Name;#Other,Yes
624,25 - 34,Master degree,Mathematics,Institute Space 16,Yes,3,1.0,Python;#Fortran,,6.0,1.0,0.0,3.0,5.0,2.0,0.0,3.0,Git;#CVS,Yes,,2.0,3.0,2.0,3.0,2.0,3.0,1.0,Yes,,1.0,1.0,3.0,,3.0,3.0,3.0,Yes,Name;#Link,Yes
625,35 - 44,Doctorate,Aeronautical & Manufacturing Engineering,Institute Aeronautics 5,Yes,1,2.0,Python;#Visual Basic,,3.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,Other,No,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,Yes,,1.0,1.0,2.0,,,,2.0,No,,No
626,35 - 44,Master degree,Mechanical Engineering,Institute Aeronautics 1,Yes,3,10.0,Python;#Fortran,,4.0,4.0,1.0,1.0,5.0,5.0,0.0,0.0,Subversion,Yes,,1.0,3.0,3.0,2.0,2.0,2.0,3.0,Yes,,,3.0,2.0,,3.0,3.0,2.0,Yes,Name;#Other,Yes
627,35 - 44,Master degree,General Engineering,Institute Space 7,Yes,0 - Mostly me,15.0,Other,,1.0,1.0,3.0,6.0,1.0,3.0,0.0,6.0,None,Yes,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,,2.0,3.0,3.0,No,Other,No
628,25 - 34,Master degree,Biological Sciences,Institute Space 2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Name;#Other,
629,35 - 44,Doctorate,General Engineering,Institute Space 6,Yes,2,10.0,Java;#Python;#MATLAB;#IDL,,2.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,Git,No,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,No,,,,,,,,,No,,No
630,25 - 34,Master degree,Electrical & Electronic Engineering,Institute Space 3,Yes,3,3.0,C;#Python;#C++,,6.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,Subversion;#Git,Yes,,2.0,3.0,1.0,2.0,2.0,2.0,2.0,Yes,,3.0,2.0,1.0,,3.0,3.0,2.0,No,,Yes
631,35 - 44,Doctorate,Aeronautical & Manufacturing Engineering,Institute Transport 2,Yes,2,3.0,Python,,2.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,Subversion,No,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,Yes,,,2.0,3.0,,2.0,3.0,3.0,Yes,Name,Yes
632,25 - 34,Master degree,Electrical & Electronic Engineering,Institute Space 4,Yes,1,8.0,C;#Python;#C++;#MATLAB,,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,Subversion,Yes,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,Yes,,1.0,1.0,3.0,,3.0,2.0,2.0,No,,No
633,35 - 44,Final secondary-school examination,Mechanical Engineering,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
634,25 - 34,Master degree,Physics,Institute Space 9,Yes,1,6.0,Python;#Fortran;#Julia,,5.0,3.0,2.0,0.0,4.0,5.0,1.0,0.0,Git,Yes,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,No,,1.0,2.0,3.0,,3.0,2.0,3.0,Yes,Other,Yes
